tic,conm,fyear,sale,cogs,ni,at,sich
PED,PEDEVCO CORP,2022,30.034,10.397,2.844,116.11,1311
SMC,SUMMIT MIDSTREAM CORP,2022,369.594,160.978,-140.605,2559.964,1311
AEP10,AEP GENERATING CO,2022,348.055,170.444,13.671,510.589,4911
PXD,PIONEER NATURAL RESOURCES CO,2022,24384.0,11191.0,7845.0,35740.0,1311
ATE1,ATLANTIC CITY ELECTRIC CO,2022,1431.0,964.0,148.0,4979.0,4911
EIX1,SOUTHERN CALIFORNIA EDISON,2022,17172.0,11501.0,954.0,77807.0,4911
DVN,DEVON ENERGY CORP,2022,19169.0,8577.0,6015.0,23721.0,1311
CPE,CALLON PETROLEUM CO/DE,2022,3230.964,1025.753,1209.816,6146.081,1311
VLO,VALERO ENERGY CORP,2022,171189.0,152738.0,11528.0,60982.0,2911
REPYY,REPSOL SA,2022,82584.919,72188.194,4543.223,64086.06,2911
CIN3,DUKE ENERGY INDIANA INC,2022,3922.0,3011.0,137.0,14654.0,4911
EOG,EOG RESOURCES INC,2022,25510.0,4648.0,7759.0,41371.0,1311
HGKGY,POWER ASSETS HOLDINGS LTD,2022,0.0,20.007,724.487,12123.128,4911
TALO,TALOS ENERGY INC,2022,1651.98,311.58,381.915,3058.626,1311
ORXPF,FORZA PETROLEUM LTD,2022,191.255,257.72,-137.984,448.18,1311
AR,ANTERO RESOURCES CORP,2022,7138.436,3523.685,1898.771,14118.039,1311
ALVOF,ALVOPETRO ENERGY LTD,2022,59.022,10.749,31.732,98.427,1311
PHX,PHX MINERALS INC,2022,53.495,13.183,20.409,152.502,1311
FECOF,FEC RESOURCES INC,2022,0.0,0.0,-0.193,2.28,1311
ERF,ENERPLUS CORP,2022,2155.688,687.354,914.302,1937.981,1311
CTRA,COTERRA ENERGY INC,2022,9051.0,1781.0,4065.0,20154.0,1311
DEN,DENBURY INC,2022,1704.345,733.352,480.16,2327.499,1311
PTVRF,PETRO-VICTORY ENERGY CORP,2022,1.422,1.82,-6.818,14.119,1311
CRC,CALIFORNIA RESOURCES CORP,2022,2707.0,1485.0,524.0,3967.0,1311
HESM,HESS MIDSTREAM LP,2022,1275.2,279.6,83.9,3588.2,1311
PARR,PAR PACIFIC HOLDINGS INC,2022,7321.785,6739.355,364.189,3280.647,2911
ESTE,EARTHSTONE ENERGY INC,2022,1695.154,353.569,452.485,3937.401,1311
RSRV,RESERVE PETROLEUM CO,2022,16.171,4.576,4.001,38.727,1311
BSM,BLACK STONE MINERALS LP,2022,663.604,78.613,476.48,1271.082,1311
AMNI,AMERICAN NOBLE GAS INC,2022,0.117,1.185,-3.94,1.26,1311
AXAS,ABRAXAS PETROLEUM CORP/NV,2022,49.737,14.562,37.328,70.547,1311
SPND,SPINDLETOP OIL & GAS CO,2022,8.354,3.182,0.669,27.807,1311
TTE,TOTALENERGIES SE,2022,263310.0,200536.0,20526.0,303864.0,2911
PPL5,KENTUCKY UTILITIES CO,2022,2074.0,1181.0,322.0,9542.0,4911
SM,SM ENERGY CO,2022,3358.647,624.405,1111.952,5716.039,1311
EP,EMPIRE PETROLEUM CORP,2022,52.887,28.464,7.084,71.545,1311
GPOR,GULFPORT ENERGY CORP,2022,1331.112,482.175,494.701,2534.479,1311
PR,PERMIAN RESOURCES CORP,2022,2131.265,425.506,515.037,8492.592,1311
NRIS,NORRIS INDUSTRIES INC,2022,0.526,0.655,-0.505,0.338,1311
TRLM,TRULEUM INC,2022,0.271,0.57,-1.583,1.738,1311
EGY,VAALCO ENERGY INC,2022,354.326,119.728,51.89,855.641,1311
EXE,EXPAND ENERGY CORP,2022,11443.0,5991.0,4936.0,15468.0,1311
SHASF,SHAMARAN PETROLEUM CORP,2022,176.665,24.358,114.959,498.693,1311
YPF,YACIMIENTOS PETE FISCALES SA,2022,18757.0,11176.0,2228.0,25912.0,2911
ROYL,ROYALE ENERGY INC,2022,2.643,1.929,-0.146,11.78,1311
LNG,CHENIERE ENERGY INC,2022,33428.0,27319.0,1428.0,41266.0,1311
KRP,KIMBELL ROYALTY PARTNERS LP,2022,248.059,61.056,111.971,1076.746,1311
PBEGF,TOUCHSTONE EXPLORATION INC,2022,28.345,10.363,-3.197,147.877,1311
GRVE,GROOVE BOTANICALS INC,2022,0.0,0.0,-0.121,0.005,1311
TELL,TELLURIAN INC,2022,391.926,200.445,-49.81,1426.683,1311
TGS,TRANSPORTADORA DE GAS DEL SU,2022,928.874,521.824,182.46,2326.59,1311
KEP,KEPCO-KOREA ELEC POWER CORP,2022,56095.376,72721.934,-19455.063,186707.539,4911
GASXF,NG ENERGY INTERNATIONAL CORP,2022,1.451,2.372,-9.968,83.147,1311
IPCFF,INTERNATIONAL PETROLEUM,2022,1135.958,483.646,337.683,1679.617,1311
MGY,MAGNOLIA OIL & GAS CORP,2022,1694.493,290.298,893.837,2572.585,1311
UCM1,COMMONWEALTH EDISON CO,2022,5761.0,2882.0,917.0,39661.0,4911
PTALF,PETROTAL CORP,2022,327.115,53.576,188.527,602.88,1311
CRK,COMSTOCK RESOURCES INC,2022,3628.057,809.774,1140.882,5694.255,1311
STR,SITIO ROYALTIES CORP,2022,369.612,25.572,184.182,5170.902,1311
REPX,RILEY EXPL PERMIAN INC,2022,321.743,59.506,118.011,515.294,1311
SLNG,STABILIS SOLUTIONS INC,2022,98.823,77.694,-3.186,96.58,1311
INDO,INDONESIA ENERGY CORP LTD,2022,4.097,2.953,-3.123,20.574,1311
WTRV,WHITE RIVER ENERGY CORP,2022,1.104,15.475,-43.09,12.32,1311
BEPC,BROOKFIELD RENEWABLE CORP,2022,3778.0,1343.0,1503.0,43288.0,4911
HPK,HIGHPEAK ENERGY INC,2022,755.686,141.391,236.854,2279.482,1311
GRNT,GRANITE RIDGE RESOURCES INC,2022,497.417,75.297,262.344,794.777,1311
SPRU,SPRUCE POWER HOLDG CORP,2022,23.194,1.53,-93.931,826.552,4911
MNTK,MONTAUK RENEWABLES INC,2022,205.559,104.911,35.194,332.316,1311
EONR,EON RESOURCES INC,2022,35.404,11.903,18.296,64.708,1311
OPAL,OPAL FUELS INC,2022,235.531,172.047,11.323,644.856,1311
ALPSQ,ALPINE SUMMIT ENGY PTNRS INC,2022,195.649,41.497,7.428,344.081,1311
CRGY,CRESCENT ENERGY CO,2022,3057.065,1078.511,96.674,6019.849,1311
CEG,CONSTELLATION ENE CORP,2022,24440.0,22764.0,-160.0,46909.0,4911
TPET,TRIO PETROLEUM CORP,2022,0.0,0.0,-3.8,9.489,1311
TXO,TXO ENERGY PARTNERS LP,2022,246.397,222.652,-7.668,924.632,1311
BKV,BKV CORP,2022,1030.522,458.49,410.142,2702.573,1311
VTS,VITESSE ENERGY INC,2022,300.07,62.639,118.903,660.484,1311
MNR,MACH NATURAL RESOURCES LP,2022,937.414,300.987,516.841,887.441,1311
VG,VENTURE GLOBAL INC,2022,6448.0,2233.0,1858.0,15097.0,1311
INR,INFINITY NATURAL RSOURCS INC,2022,143.155,24.648,68.129,266.705,1311
E,ENI SPA,2022,142825.645,114607.644,14841.623,162587.757,2911
ENGCQ,ENGLOBAL CORP,2022,40.189,42.578,-18.514,30.023,1311
EPM,EVOLUTION PETROLEUM CORP,2022,108.926,48.657,32.628,148.047,1311
ELPC,COPEL-CIA PARANAENSE ENERGIA,2022,4147.809,3287.291,210.345,9401.863,4911
EDPFY,EDP SA,2022,22070.344,18434.141,725.677,62859.583,4911
DTE1,DETROIT EDISON CO,2022,6397.0,3874.0,955.0,30236.0,4911
AMEN,AMEN PROPERTIES INC,2022,4.064,1.249,3.443,6.971,1311
UNS1,TUCSON ELECTRIC POWER CO,2022,1808.082,1240.371,217.425,6689.781,4911
SSLZY,SANTOS LTD,2022,7987.0,2332.0,2112.0,28856.0,1311
WDS,WOODSIDE ENERGY GROUP LTD,2022,16817.0,2801.0,6498.0,59321.0,1311
RWEOY,RWE AKTIENGESELLSCHAFT,2022,41717.285,46194.246,2903.773,148072.101,4911
SSEZY,SSE PLC,2022,15452.245,16834.704,-152.163,33572.915,4911
FECCF,FRONTERA ENERGY CORP,2022,1270.758,338.61,286.615,2738.455,1311
CYPYF,CYPRESS HILLS RESOURCE CORP,2022,0.0,0.0,-0.074,0.174,1311
CWVLF,CROWN POINT ENERGY INC,2022,26.524,18.772,-5.907,68.184,1311
MRNFF,MEREN ENERGY INC,2022,0.0,170.6,-60.3,917.7,1311
XLEFF,XXL ENERGY CORP,2022,3.319,1.035,-1.485,6.972,1311
SNUYF,SERINUS ENERGY PLC,2022,45.966,28.446,1.63,90.182,1311
CNNEQ,CANACOL ENERGY LTD,2022,335.711,92.201,147.27,1014.848,1311
NKRSF,NIKO RESOURCES LTD,2022,0.0,0.0,-1.126,2.178,1311
FE1,OHIO EDISON CO,2022,1733.0,1310.0,197.0,4136.0,4911
FOLGF,FALCON OIL & GAS LTD,2022,0.0,0.0,-3.994,61.958,1311
CEIN,CAMBER ENERGY INC,2022,24.038,16.875,-15.427,49.913,1311
STMGF,STAMPER OIL & GAS CORP,2022,0.0,0.0,-0.319,0.786,1311
EAS2,NEW YORK ST ELEC & GAS CORP,2022,2220.777,1821.8,157.028,7868.699,4911
EPD,ENTERPRISE PRODCT PARTNRS LP,2022,58186.0,49528.0,5490.0,68108.0,1311
POM4,DELMARVA POWER & LIGHT CO,2022,1595.0,1127.0,169.0,5802.0,4911
NST1,NSTAR ELECTRIC CO,2022,3583.07,2568.465,492.428,15095.62,4911
OGE1,OKLAHOMA GAS & ELECTRIC CO,2022,3375.7,2252.3,439.5,12410.5,4911
AEE1,UNION ELECTRIC CO,2022,4046.0,2645.0,565.0,19506.0,4911
CGXEF,CGX ENERGY INC,2022,0.0,0.163,-10.018,93.008,1311
CNX,CNX RESOURCES CORP,2022,1259.799,854.426,-142.077,8515.773,1311
GNOLF,GENOIL INC,2022,0.0,0.0,-3.577,0.326,1311
DBRM,DAYBREAK OIL & GAS INC,2022,1.613,1.816,-2.429,7.715,1311
9840B,OLD DOMINION ELECTRIC COOP,2022,1005.917,870.367,11.305,2204.979,4911
PTCCY,PETROCHINA COMPANY LIMITED,2022,469637.106,384825.656,21658.158,387620.57,2911
NRG,NRG ENERGY INC,2022,31543.0,28974.0,1221.0,29146.0,4911
SPOWF,STRATA PWR CORP,2022,0.398,0.0,0.478,0.236,1311
NOG,NORTHERN OIL & GAS INC,2022,1570.536,418.871,773.237,2875.178,1311
CUPUF,CARIBBEAN UTILITIES COMPANY,2022,267.336,196.277,33.179,726.539,4911
CEG1,BALTIMORE GAS & ELECTRIC CO,2022,3895.0,2742.0,380.0,13350.0,4911
PGN2,DUKE ENERGY PROGRESS INC,2022,6753.0,4164.0,1008.0,36752.0,4911
CNL1,CLECO POWER LLC,2022,1620.528,1169.419,170.057,5344.173,4911
IDA1,IDAHO POWER CO,2022,1641.04,1143.793,254.867,7411.104,4911
SRP2,NEVADA POWER CO,2022,2630.0,1783.0,298.0,9801.0,4911
PPL2,PPL ELECTRIC UTILITIES CORP,2022,3030.0,1802.0,525.0,13565.0,4911
EAS3,CENTRAL MAINE POWER CO,2022,1051.204,690.647,156.61,5358.868,4911
AGIG,ABUNDIA GLOBAL IMPACT GRP IN,2022,1.639,0.626,-0.744,11.731,1311
LODE,COMSTOCK INC,2022,0.178,16.868,-45.949,100.054,2911
POM3,POTOMAC ELECTRIC POWER CO,2022,2531.0,1723.0,305.0,10657.0,4911
CNP6,CENTERPOINT ENRG HOUSTON ELE,2022,3412.0,1911.0,510.0,15339.0,4911
TXU3,ONCOR ELECTRIC DELIVERY CO,2022,5243.0,2778.0,905.0,33038.0,4911
GXP1,KANSAS CITY POWER & LIGHT CO,2022,1970.6,1095.1,355.4,9249.2,4911
SO6,SOUTHERN POWER CO,2022,3369.0,2456.0,354.0,13081.0,4911
VST,VISTRA CORP,2022,13728.0,13609.0,-1227.0,32787.0,4911
WTI,W&T OFFSHORE INC,2022,920.997,259.542,231.149,1431.79,1311
ORA,ORMAT TECHNOLOGIES INC,2022,734.159,345.813,65.841,4611.579,4911
VELXQ,CANADIAN OVERSEAS PETRO LTD,2022,14.857,16.211,-45.435,114.323,1311
CEI.2,CAMBER ENERGY INC -OLD,2022,0.597,0.173,-107.742,34.697,1311
ZNOG,ZION OIL & GAS INC,2022,0.0,0.0,-55.077,27.515,1311
GTE,GRAN TIERRA ENERGY INC,2022,711.388,172.582,139.029,1335.61,1311
CTARF,CENTAURUS ENERGY INC,2022,10.252,10.626,40.172,31.551,1311
ASRE,ASTRA ENERGY INC,2022,0.025,2.657,-2.635,27.419,4911
DCP,DCP MIDSTREAM LP,2022,15196.0,13609.0,1052.0,13334.0,1311
CLMT,CALUMET INC,2022,4686.7,4237.7,-165.1,2741.8,2911
DK,DELEK US HOLDINGS INC,2022,20245.8,19162.9,257.1,8192.8,2911
FANG,DIAMONDBACK ENERGY INC,2022,9643.0,1633.0,4386.0,26209.0,1311
PSX,PHILLIPS 66,2022,169990.0,156573.0,11024.0,76442.0,2911
TPNEF,HEMLO MINING CORP,2022,0.0,0.0,-42.287,7.194,1311
BATL,BATTALION OIL CORP,2022,359.064,137.378,18.539,485.358,1311
HRST,HARVEST OIL & GAS CORP,2022,0.0,0.0,-2.358,12.346,1311
GSPE,GULFSLOPE ENERGY INC,2022,0.0,6.893,-8.697,5.471,1311
REI,RING ENERGY INC,2022,347.25,71.686,138.635,1269.0,1311
SD,SANDRIDGE ENERGY INC,2022,254.258,57.166,242.168,600.497,1311
OILY,SINO AMERICAN OIL CO,2022,0.0,0.0,-0.447,0.0,1311
CVI,CVR ENERGY INC,2022,10896.0,9485.0,463.0,4119.0,2911
EPSN,EPSILON ENERGY LTD,2022,69.963,9.427,35.355,123.862,1311
BIP,BROOKFIELD INFRS PTRS LP,2022,14427.0,8785.0,407.0,72969.0,4911
ETR8,ENTERGY TEXAS INC,2022,2288.905,1624.454,303.327,7043.964,4911
NMEX,NORTHERN MINERALS & EXPL LTD,2022,0.0,0.0,-0.149,0.026,1311
KGEI,KOLIBRI GLOBAL ENERGY INC,2022,37.606,5.181,16.643,184.082,1311
DUK5,DUKE ENERGY CAROLINAS LLC,2022,7857.0,4273.0,1600.0,50346.0,4911
MMEX,MMEX RESOURCES CORP,2022,0.0,0.0,-1.979,1.112,2911
SOUTF,SOUTHERN ENERGY CORP,2022,35.454,7.945,9.299,97.652,1311
PARXF,PAREX RESOURCES INC,2022,1310.694,220.273,611.368,2314.373,1311
CHRD,CHORD ENERGY CORP,2022,3646.794,1486.366,1856.159,6631.081,1311
VLERF,VALEURA ENERGY INC,2022,0.0,6.15,-12.495,64.01,1311
VOC,VOC ENERGY TRUST,2022,23.594,0.0,21.675,15.048,1311
KOS,KOSMOS ENERGY LTD,2022,2245.355,853.025,226.551,4579.988,1311
MPC,MARATHON PETROLEUM CORP,2022,177453.0,152496.0,14516.0,89904.0,2911
CIVI,CIVITAS RESOURCES INC,2022,3791.398,798.746,1248.08,7971.399,1311
MTDR,MATADOR RESOURCES CO,2022,3058.025,713.757,1214.206,5554.505,1311
VTLE,VITAL ENGY INC,2022,1920.796,465.534,631.512,2726.114,1311
HPMCF,AFRICA ENERGY CORP,2022,0.0,14.676,-20.772,257.424,1311
AMPY,AMPLIFY ENERGY CORP,2022,408.256,194.093,57.875,459.478,1311
PBF,PBF ENERGY INC,2022,46830.3,41922.2,2876.8,13549.1,2911
ECAOF,ECO ATLANTIC OIL & GAS LTD,2022,0.0,0.0,-36.555,55.618,1311
AXIA,AXIA ENERGIA SA,2022,6445.421,4790.369,687.661,51113.854,4911
ENLAY,ENEL SPA,2022,150176.453,134239.369,1797.624,234715.033,4911
NGG,NATIONAL GRID,2022,26794.349,19460.82,9645.669,114675.459,4911
PAM,PAMPA ENERGIA SA,2022,1829.0,1045.0,456.0,4742.0,4911
EQNR,EQUINOR ASA,2022,149004.0,59777.0,28746.0,158021.0,2911
ENGIY,ENGIE SA,2022,100317.49,90821.716,231.917,251678.11,4911
PBR,PETROLEO BRASILEIRO SA- PETR,2022,124474.0,50039.0,36623.0,187191.0,2911
GPRK,GEOPARK LTD,2022,1049.579,359.779,224.435,973.975,1311
TETHF,TETHYS PETROLEUM LTD,2022,65.492,9.04,12.3,87.266,1311
EC,ECOPETROL SA,2022,32930.958,16022.676,6520.698,62472.134,2911
DEC,DIVERSIFIED ENERGY CO,2022,1919.349,445.893,-625.41,3830.928,1311
ITEEF,I3 ENERGY PLC,2022,228.263,92.076,50.547,425.585,1311
VIST,VISTA ENERGY SAB DE CV,2022,1143.82,278.722,269.535,2037.979,1311
CSTPF,ARROW EXPLORATION CORP,2022,24.973,-3.28,0.347,53.19,1311
RNW,RENEW ENERGY GLOBAL PLC,2022,952.51,304.481,-58.656,9089.945,4911
TBN,TAMBORAN RESOURCES CORP,2022,0.0,0.0,-9.622,89.348,1311
PNW,PINNACLE WEST CAPITAL CORP,2023,4695.991,3077.308,501.557,24661.153,4911
SO1,ALABAMA POWER CO,2023,7050.0,4014.0,1370.0,35780.0,4911
HES,HESS CORP,2023,10511.0,4806.0,1382.0,24007.0,1311
AEP,AMERICAN ELECTRIC POWER CO,2023,18982.3,12208.7,2208.1,96684.0,4911
APA,APA CORP,2023,8378.0,2780.0,2855.0,15244.0,1311
AEP1,APPALACHIAN POWER,2023,3720.7,2617.8,294.4,15711.9,4911
PNW1,ARIZONA PUBLIC SERVICE CO,2023,4695.991,3062.102,547.337,24516.455,4911
ETR1,ENTERGY ARKANSAS,2023,2646.396,1624.49,402.081,13672.858,4911
BRN,BARNWELL INDUSTRIES,2023,25.167,15.295,-0.961,35.421,1311
BP,BP PLC,2023,210130.0,146073.0,15239.0,280294.0,2911
DUK8,PROGRESS ENERGY INC,2023,13544.0,8334.0,1956.0,67094.0,4911
CVX,CHEVRON CORP,2023,196913.0,148303.0,21369.0,261632.0,2911
NU1,CONNECTICUT LIGHT & POWER CO,2023,4578.804,3380.457,518.733,15849.624,4911
AES5,DPL INC,2023,861.0,679.8,35.7,2906.2,4911
D,DOMINION ENERGY INC,2023,14393.0,8372.0,1994.0,109032.0,4911
XOM,EXXON MOBIL CORP,2023,334697.0,259625.0,36010.0,376317.0,2911
NEE,NEXTERA ENERGY INC,2023,28114.0,11998.0,7310.0,177489.0,4911
FPL1,FLORIDA POWER & LIGHT CO,2023,18365.0,7979.0,4552.0,91469.0,4911
DUK9,DUKE ENERGY FLORIDA INC,2023,7036.0,4541.0,1016.0,26601.0,4911
SO2,GEORGIA POWER,2023,10118.0,5618.0,2080.0,56817.0,4911
HE1,HAWAIIAN ELECTRIC CO,2023,3269.521,2723.378,195.947,7283.554,4911
HE,HAWAIIAN ELECTRIC INDS,2023,3682.166,3002.254,201.128,17243.821,4911
DINO,HF SINCLAIR CORP,2023,31964.395,28493.016,1589.666,17716.265,2911
4300A,HYDRO QUEBEC,2023,12180.684,5520.154,2489.748,70170.311,4911
IDA,IDACORP INC,2023,1766.356,1257.538,261.195,8475.918,4911
AEP2,INDIANA MICHIGAN POWER CO,2023,2535.9,1578.2,335.9,12808.0,4911
AES4,IPALCO ENTERPRISES INC,2023,1649.917,1156.291,83.12,6181.523,4911
GPU3,JERSEY CENTRAL POWER & LIGHT,2023,2027.0,1539.0,130.0,9100.0,4911
PNRG,PRIMEENERGY RESOURCES CORP,2023,123.539,50.748,28.103,288.568,1311
AEP4,KENTUCKY POWER,2023,614.849,426.856,33.962,3134.028,4911
RRC,RANGE RESOURCES CORP,2023,3374.418,1436.636,871.142,7203.885,1311
ETR2,ENTERGY LOUISIANA LLC,2023,5147.77,3182.268,1270.382,29109.47,4911
MRO,MARATHON OIL CORP,2023,6449.0,1927.0,1554.0,19575.0,1311
GPU1,METROPOLITAN EDISON,2023,1119.0,801.0,153.0,3267.0,4911
MXC,MEXCO ENERGY CORP,2023,6.605,1.526,1.345,19.059,1311
ETR6,SYSTEM ENERGY RESOURCES INC,2023,586.603,278.067,108.772,4312.363,4911
ETR,ENTERGY CORP,2023,12147.412,7379.76,2374.855,59703.396,4911
ETR4,ENTERGY MISSISSSIPPI,2023,1802.533,1204.794,192.271,6228.006,4911
SO4,MISSISSIPPI POWER CO,2023,1474.0,1024.0,188.0,5344.0,4911
AYE1,MONONGAHELA POWER,2023,1572.0,1218.0,116.0,5486.0,4911
MUR,MURPHY OIL CORP,2023,3448.854,1111.845,661.559,9766.697,1311
OXY,OCCIDENTAL PETROLEUM CORP,2023,28257.0,12370.0,4696.0,74008.0,1311
FE,FIRSTENERGY CORP,2023,12870.0,9404.0,1102.0,48767.0,4911
AEP5,OHIO POWER,2023,3811.4,3025.3,328.2,10843.7,4911
OTTR,OTTER TAIL CORP,2023,1349.166,873.293,294.191,3242.568,4911
MEC2,PACIFICORP,2023,5936.0,3930.0,-468.0,32610.0,4911
FE4,PENNSYLVANIA ELECTRIC CO,2023,1061.0,740.0,173.0,4014.0,4911
PPL,PPL CORP,2023,8305.0,5019.0,740.0,39236.0,4911
EXC,EXELON CORP,2023,21727.0,14118.0,2328.0,101546.0,4911
COP,CONOCOPHILLIPS,2023,56141.0,31742.0,10957.0,95924.0,1311
NU4,PUBLIC SERVICE CO/N H,2023,1447.873,1006.594,195.659,5993.451,4911
TXNM,TXNM ENERGY INC,2023,1939.198,1314.446,88.346,10252.605,4911
AEP12,PUBLIC SERVICE CO OF OKLA,2023,1977.0,1487.2,208.8,7334.9,4911
EIX,EDISON INTERNATIONAL,2023,16338.0,10413.0,1407.0,81758.0,4911
SO,SOUTHERN CO,2023,25253.0,14970.0,3976.0,139331.0,4911
AEP13,SOUTHWESTERN ELECTRIC PWR CO,2023,2182.8,1468.1,220.3,10557.6,4911
SWN,SOUTHWESTERN ENERGY CO,2023,6522.0,6189.0,1557.0,11991.0,1311
NCE2,SOUTHWESTERN PUBLIC SVC CO,2023,2152.0,1309.0,384.0,9881.0,4911
SBOW,SILVERBOW RESOURCES INC,2023,652.358,187.795,297.716,2734.462,1311
PNM2,TEXAS NEW MEXICO POWER CO,2023,535.25,271.787,94.937,3145.031,4911
FE3,TOLEDO EDISON CO,2023,455.0,347.0,26.0,1435.0,4911
UNTC,UNIT CORP,2023,327.293,171.894,248.939,322.72,1311
USEG,US ENERGY CORP,2023,32.316,44.598,-32.356,80.444,1311
D1,VIRGINIA ELECTRIC & POWER CO,2023,9573.0,5228.0,1452.0,58618.0,4911
OVV,OVINTIV INC,2023,10883.0,5782.0,2085.0,19987.0,1311
ALTX,ALTEX INDUSTRIES INC,2023,0.032,0.004,-0.131,2.334,1311
SHEL,SHELL PLC,2023,316620.0,238123.0,19360.0,406269.0,2911
POR,PORTLAND GENERAL ELECTRIC CO,2023,2923.0,2069.0,228.0,11208.0,4911
CX2,CLEVELAND ELECTRIC ILLUM,2023,1168.0,917.0,26.0,4444.0,4911
JECFF,JURA ENERGY CORP,2023,6.606,2.937,-4.638,22.032,1311
BRY,BERRY CORP,2023,903.46,528.035,37.4,1594.158,1311
PED,PEDEVCO CORP,2023,30.784,9.831,0.264,120.058,1311
SMC,SUMMIT MIDSTREAM CORP,2023,458.903,213.203,-51.528,2494.198,1311
AEP10,AEP GENERATING CO,2023,195.354,112.201,10.814,520.449,4911
PXD,PIONEER NATURAL RESOURCES CO,2023,19374.0,9471.0,4894.0,36613.0,1311
ATE1,ATLANTIC CITY ELECTRIC CO,2023,1522.0,1031.0,120.0,5157.0,4911
EIX1,SOUTHERN CALIFORNIA EDISON,2023,16275.0,10084.0,1597.0,81483.0,4911
DVN,DEVON ENERGY CORP,2023,15258.0,7337.0,3747.0,24490.0,1311
CPE,CALLON PETROLEUM CO/DE,2023,2342.984,1331.236,401.201,6711.476,1311
VLO,VALERO ENERGY CORP,2023,139001.0,124212.0,8835.0,63056.0,2911
REPYY,REPSOL SA,2023,65911.745,58692.735,3501.734,68125.751,2911
CIN3,DUKE ENERGY INDIANA INC,2023,3399.0,1989.0,497.0,14811.0,4911
EOG,EOG RESOURCES INC,2023,24000.0,4402.0,7594.0,43857.0,1311
HGKGY,POWER ASSETS HOLDINGS LTD,2023,0.0,20.098,768.474,12251.287,4911
TALO,TALOS ENERGY INC,2023,1457.886,392.072,187.332,4816.309,1311
AR,ANTERO RESOURCES CORP,2023,4681.972,3204.619,242.919,13619.414,1311
ALVOF,ALVOPETRO ENERGY LTD,2023,58.024,16.338,28.525,109.825,1311
PHX,PHX MINERALS INC,2023,44.464,7.195,13.921,166.508,1311
FECOF,FEC RESOURCES INC,2023,0.0,0.0,-0.192,2.479,1311
ERF,ENERPLUS CORP,2023,1694.333,670.384,456.076,2068.476,1311
CTRA,COTERRA ENERGY INC,2023,5914.0,1820.0,1625.0,20415.0,1311
PTVRF,PETRO-VICTORY ENERGY CORP,2023,1.672,2.094,-6.166,13.216,1311
CRC,CALIFORNIA RESOURCES CORP,2023,2801.0,1471.0,564.0,3998.0,1311
HESM,HESS MIDSTREAM LP,2023,1348.6,313.0,118.6,3789.5,1311
PARR,PAR PACIFIC HOLDINGS INC,2023,8231.955,7357.258,728.642,3863.95,2911
RSRV,RESERVE PETROLEUM CO,2023,13.376,5.456,-0.056,36.387,1311
BSM,BLACK STONE MINERALS LP,2023,592.216,68.365,422.549,1266.884,1311
SPND,SPINDLETOP OIL & GAS CO,2023,5.105,2.385,0.007,28.146,1311
TTE,TOTALENERGIES SE,2023,218945.0,174033.0,21384.0,283654.0,2911
PPL5,KENTUCKY UTILITIES CO,2023,1884.0,976.0,312.0,9714.0,4911
SM,SM ENERGY CO,2023,2373.886,584.11,817.88,6379.985,1311
EP,EMPIRE PETROLEUM CORP,2023,40.076,31.67,-12.47,92.616,1311
GPOR,GULFPORT ENERGY CORP,2023,1791.702,450.996,1470.916,3267.613,1311
PR,PERMIAN RESOURCES CORP,2023,3120.893,703.816,476.306,14965.578,1311
NRIS,NORRIS INDUSTRIES INC,2023,0.33,0.53,-0.643,0.458,1311
EGY,VAALCO ENERGY INC,2023,455.066,153.157,60.354,823.216,1311
TRLM,TRULEUM INC,2023,0.146,0.356,-2.249,1.974,1311
EXE,EXPAND ENERGY CORP,2023,7775.0,3875.0,2419.0,14376.0,1311
SHASF,SHAMARAN PETROLEUM CORP,2023,82.886,26.511,-26.706,450.411,1311
YPF,YACIMIENTOS PETE FISCALES SA,2023,17311.0,13016.0,-1312.0,25035.0,2911
ROYL,ROYALE ENERGY INC,2023,2.161,3.354,-1.832,12.915,1311
LNG,CHENIERE ENERGY INC,2023,20394.0,3197.0,9881.0,43076.0,1311
KRP,KIMBELL ROYALTY PARTNERS LP,2023,294.069,87.717,66.541,1337.789,1311
PBEGF,TOUCHSTONE EXPLORATION INC,2023,35.989,10.948,-20.598,138.948,1311
TELL,TELLURIAN INC,2023,166.128,35.616,-166.177,1324.028,1311
TGS,TRANSPORTADORA DE GAS DEL SU,2023,560.093,340.138,29.089,1887.297,1311
KEP,KEPCO-KOREA ELEC POWER CORP,2023,67460.058,61488.512,-3719.053,184863.387,4911
GASXF,NG ENERGY INTERNATIONAL CORP,2023,10.068,5.684,-16.678,106.857,1311
IPCFF,INTERNATIONAL PETROLEUM,2023,853.906,491.303,172.951,2062.985,1311
MGY,MAGNOLIA OIL & GAS CORP,2023,1226.979,281.118,388.301,2756.216,1311
UCM1,COMMONWEALTH EDISON CO,2023,7844.0,4609.0,1090.0,42827.0,4911
PTALF,PETROTAL CORP,2023,286.263,47.409,110.505,658.286,1311
CRK,COMSTOCK RESOURCES INC,2023,1565.109,690.962,211.117,6253.623,1311
STR,SITIO ROYALTIES CORP,2023,593.356,46.939,-15.536,4758.801,1311
REPX,RILEY EXPL PERMIAN INC,2023,375.047,94.715,111.591,945.711,1311
SLNG,STABILIS SOLUTIONS INC,2023,73.114,54.919,0.125,81.299,1311
INDO,INDONESIA ENERGY CORP LTD,2023,3.525,2.951,-2.643,17.725,1311
