tic,conm,fyear,sale,cogs,ni,at,sich
HES,HESS CORP,2019,6495.0,3106.0,-408.0,21782.0,1311
AEP,AMERICAN ELECTRIC POWER CO,2019,15561.4,10454.6,1921.1,75892.3,4911
APA,APA CORP,2019,6280.0,4760.0,-3553.0,18107.0,1311
AEP1,APPALACHIAN POWER,2019,2924.7,1967.7,306.3,12768.3,4911
TREC,TRECORA RESOURCES,2019,258.959,205.083,-14.974,301.819,2911
PNW1,ARIZONA PUBLIC SERVICE CO,2019,3471.209,2193.381,565.271,18370.723,4911
ETR1,ENTERGY ARKANSAS,2019,2259.594,1557.216,262.964,11205.633,4911
BRN,BARNWELL INDUSTRIES,2019,12.013,15.288,-12.414,18.302,1311
BP,BP PLC,2019,278397.0,232715.0,4026.0,295194.0,2911
DUK8,PROGRESS ENERGY INC,2019,11202.0,7056.0,1327.0,57694.0,4911
CVX,CHEVRON CORP,2019,139865.0,105634.0,2924.0,237428.0,2911
NU1,CONNECTICUT LIGHT & POWER CO,2019,3232.551,2249.714,410.852,12185.191,4911
CLR,CONTINENTAL RESOURCES INC,2019,4631.947,1065.261,775.641,15727.907,1311
AES5,DPL INC,2019,763.3,543.1,105.4,1935.8,4911
D,DOMINION ENERGY INC,2019,16572.0,8324.0,1358.0,103823.0,4911
EE.2,EL PASO ELECTRIC CO,2019,861.994,581.829,123.037,3813.2,4911
XOM,EXXON MOBIL CORP,2019,255583.0,211152.0,14340.0,362597.0,2911
NEE,NEXTERA ENERGY INC,2019,19204.0,9366.0,3769.0,117691.0,4911
FPL1,FLORIDA POWER & LIGHT CO,2019,12192.0,6132.0,2334.0,57188.0,4911
DUK9,DUKE ENERGY FLORIDA INC,2019,5231.0,3402.0,692.0,20454.0,4911
SO2,GEORGIA POWER,2019,8408.0,4966.0,1720.0,44541.0,4911
HE1,HAWAIIAN ELECTRIC CO,2019,2545.942,2075.833,158.835,6388.682,4911
HE,HAWAIIAN ELECTRIC INDS,2019,2874.601,2258.576,219.772,13745.251,4911
DINO,HF SINCLAIR CORP,2019,17486.578,15183.323,772.388,12164.841,2911
4300A,HYDRO QUEBEC,2019,10809.997,4333.713,2253.593,60570.985,4911
IDA,IDACORP INC,2019,1346.383,878.847,232.854,6641.201,4911
AEP2,INDIANA MICHIGAN POWER CO,2019,2306.7,1615.3,269.4,11237.4,4911
AES4,IPALCO ENTERPRISES INC,2019,1481.643,944.577,132.393,4928.669,4911
GPU3,JERSEY CENTRAL POWER & LIGHT,2019,1837.0,1337.0,134.0,7964.0,4911
PNRG,PRIMEENERGY RESOURCES CORP,2019,104.74,48.907,3.476,229.365,1311
AEP4,KENTUCKY POWER,2019,619.457,434.891,53.3,2572.499,4911
RRC,RANGE RESOURCES CORP,2019,2826.478,2829.066,-1716.297,6612.403,1311
ETR2,ENTERGY LOUISIANA LLC,2019,4285.175,2793.396,691.537,21464.108,4911
MRO,MARATHON OIL CORP,2019,4991.0,1652.0,480.0,20245.0,1311
GPU1,METROPOLITAN EDISON,2019,824.0,525.0,137.0,3311.0,4911
MXC,MEXCO ENERGY CORP,2019,2.739,0.914,-0.099,10.071,1311
ETR6,SYSTEM ENERGY RESOURCES INC,2019,573.41,316.066,99.12,3982.695,4911
ETR,ENTERGY CORP,2019,10878.673,7317.331,1258.244,51723.912,4911
ETR4,ENTERGY MISSISSSIPPI,2019,1323.043,948.403,119.925,4674.744,4911
SO4,MISSISSIPPI POWER CO,2019,1264.0,823.0,139.0,5035.0,4911
AYE1,MONONGAHELA POWER,2019,1554.0,1175.0,119.0,4748.0,4911
MUR,MURPHY OIL CORP,2019,2816.255,829.454,1149.732,11718.504,1311
NBL,NOBLE ENERGY INC,2019,3904.0,2845.0,-1512.0,20647.0,1311
OXY,OCCIDENTAL PETROLEUM CORP,2019,20393.0,9371.0,-667.0,109330.0,1311
FE,FIRSTENERGY CORP,2019,11035.0,7384.0,912.0,42301.0,4911
AEP5,OHIO POWER,2019,2797.6,2155.5,297.1,8043.6,4911
OTTR,OTTER TAIL CORP,2019,919.503,706.537,86.847,2273.595,4911
MEC2,PACIFICORP,2019,5068.0,3042.0,771.0,23697.0,4911
GDP,GOODRICH PETROLEUM CORP,2019,118.35,35.647,13.288,239.318,1311
ROCC,RANGER OIL CORPORATION,2019,471.211,94.342,70.589,1218.238,1311
FE4,PENNSYLVANIA ELECTRIC CO,2019,881.0,564.0,148.0,3827.0,4911
PPL,PPL CORP,2019,7769.0,3725.0,1746.0,45680.0,4911
PDCE,PDC ENERGY INC,2019,1156.123,280.672,-56.672,4448.68,1311
EXC,EXELON CORP,2019,34438.0,25496.0,2936.0,124977.0,4911
COP,CONOCOPHILLIPS,2019,32567.0,18117.0,7189.0,70514.0,1311
NU4,PUBLIC SERVICE CO/N H,2019,1065.936,755.732,134.048,4350.658,4911
TXNM,TXNM ENERGY INC,2019,1457.603,1043.505,77.89,7298.774,4911
AEP12,PUBLIC SERVICE CO OF OKLA,2019,1481.8,1113.0,137.6,4751.5,4911
EIX,EDISON INTERNATIONAL,2019,12347.0,8472.0,1405.0,64382.0,4911
SO,SOUTHERN CO,2019,21419.0,13022.0,4754.0,118700.0,4911
AEP13,SOUTHWESTERN ELECTRIC PWR CO,2019,1750.9,1246.1,158.6,7832.2,4911
NCE2,SOUTHWESTERN PUBLIC SVC CO,2019,1825.8,1249.2,263.1,7850.9,4911
SBOW,SILVERBOW RESOURCES INC,2019,288.631,62.233,114.656,959.816,1311
PNM2,TEXAS NEW MEXICO POWER CO,2019,363.781,193.708,55.799,1860.439,4911
FE3,TOLEDO EDISON CO,2019,453.553,266.868,77.473,1331.855,4911
UNTC,UNIT CORP,2019,674.634,945.292,-553.879,2090.052,1311
USEG,US ENERGY CORP,2019,6.573,2.142,-0.55,13.467,1311
D1,VIRGINIA ELECTRIC & POWER CO,2019,8108.0,4735.0,1149.0,41428.0,4911
GBR,NEW CONCEPT ENERGY INC,2019,0.59,2.89,-2.352,5.79,1311
OVV,OVINTIV INC,2019,6726.0,3587.0,234.0,21487.0,1311
ALTX,ALTEX INDUSTRIES INC,2019,0.056,0.028,-0.032,2.344,1311
SHEL,SHELL PLC,2019,344877.0,279421.0,15842.0,404336.0,2911
POR,PORTLAND GENERAL ELECTRIC CO,2019,2123.0,1361.0,214.0,8394.0,4911
CX2,CLEVELAND ELECTRIC ILLUM,2019,1026.0,640.0,137.0,4099.0,4911
JECFF,JURA ENERGY CORP,2019,10.654,2.297,-0.216,55.613,1311
BRY,BERRY CORP,2019,559.405,337.642,43.539,1690.198,1311
PED,PEDEVCO CORP,2019,12.972,6.817,-11.102,122.896,1311
SMC,SUMMIT MIDSTREAM CORP,2019,443.528,161.025,-369.833,2573.451,1311
TGA,TRANSGLOBE ENERGY CORP,2019,137.251,50.626,-3.995,308.325,1311
AEP10,AEP GENERATING CO,2019,327.034,248.769,20.793,875.383,4911
PXD,PIONEER NATURAL RESOURCES CO,2019,9671.0,5782.0,756.0,19067.0,1311
TAC,TRANSALTA CORP,2019,2347.0,1115.0,82.0,9508.0,4911
ATE1,ATLANTIC CITY ELECTRIC CO,2019,1240.0,932.0,99.0,3933.0,4911
EIX1,SOUTHERN CALIFORNIA EDISON,2019,12306.0,8330.0,1530.0,64273.0,4911
DVN,DEVON ENERGY CORP,2019,6220.0,4009.0,-355.0,13717.0,1311
CPE,CALLON PETROLEUM CO/DE,2019,671.572,138.578,67.928,7194.838,1311
VLO,VALERO ENERGY CORP,2019,102729.0,96504.0,2422.0,53864.0,2911
REPYY,REPSOL SA,2019,56180.953,57262.737,-4282.249,64968.766,2911
CIN3,DUKE ENERGY INDIANA INC,2019,3004.0,1794.0,436.0,13276.0,4911
EOG,EOG RESOURCES INC,2019,17122.002,3611.559,2734.91,37124.608,1311
HGKGY,POWER ASSETS HOLDINGS LTD,2019,0.0,21.568,915.5,12012.934,4911
TALO,TALOS ENERGY INC,2019,927.62,256.997,58.729,2589.482,1311
ORXPF,FORZA PETROLEUM LTD,2019,84.27,81.152,-59.199,768.254,1311
AR,ANTERO RESOURCES CORP,2019,4408.69,2967.323,-340.129,15197.569,1311
EPEGQ,EP ENERGY CORP,2019,820.0,745.0,-943.0,3710.0,1311
ALVOF,ALVOPETRO ENERGY LTD,2019,0.206,0.417,-5.011,71.416,1311
PHX,PHX MINERALS INC,2019,47.062,91.214,-40.745,126.645,1311
FECOF,FEC RESOURCES INC,2019,0.0,0.0,-0.212,1.757,1311
PE,PARSLEY ENERGY INC,2019,1958.814,352.095,175.212,9856.214,1311
MR,MONTAGE RESOURCES CORP,2019,634.441,307.026,31.762,1951.177,1311
CTRA,COTERRA ENERGY INC,2019,2066.277,668.688,681.07,4487.245,1311
DEN,DENBURY INC,2019,1260.36,629.828,216.959,4691.867,1311
PTVRF,PETRO-VICTORY ENERGY CORP,2019,0.0,0.0,-1.314,2.957,1311
CRC,CALIFORNIA RESOURCES CORP,2019,2634.0,1415.0,-28.0,6958.0,1311
HESM,HESS MIDSTREAM LP,2019,848.3,276.8,70.1,3277.7,1311
MCF,CONTANGO OIL & GAS CO,2019,76.512,151.005,-159.796,353.826,1311
DMMO,DOMMO ENERGIA SA,2019,108.995,100.424,-31.475,333.298,1311
VEI,VINE ENERGY INC,2019,586.507,102.741,23.996,1658.1,1311
PARR,PAR PACIFIC HOLDINGS INC,2019,5401.516,5124.378,40.809,2700.56,2911
ESTE,EARTHSTONE ENERGY INC,2019,191.262,40.554,0.719,1125.543,1311
RSRV,RESERVE PETROLEUM CO,2019,6.628,2.334,-0.267,35.724,1311
BSM,BLACK STONE MINERALS LP,2019,487.821,78.198,214.368,1545.208,1311
AMNI,AMERICAN NOBLE GAS INC,2019,0.0,0.0,1.845,0.002,1311
SSNY,SAMSON OIL & GAS LTD,2019,12.663,12.342,-7.148,36.852,1311
AXAS,ABRAXAS PETROLEUM CORP/NV,2019,129.146,90.855,-65.004,354.631,1311
SPND,SPINDLETOP OIL & GAS CO,2019,5.319,2.793,-0.646,23.898,1311
TTE,TOTALENERGIES SE,2019,176249.0,144261.0,11267.0,273294.0,2911
PPL5,KENTUCKY UTILITIES CO,2019,1740.0,940.0,293.0,8825.0,4911
SM,SM ENERGY CO,2019,1589.243,520.597,-187.001,6292.232,1311
EP,EMPIRE PETROLEUM CORP,2019,5.86,4.718,-6.655,11.015,1311
GPOR,GULFPORT ENERGY CORP,2019,1346.008,2443.064,-2002.358,3882.819,1311
PR,PERMIAN RESOURCES CORP,2019,944.33,282.01,15.798,4688.288,1311
NRIS,NORRIS INDUSTRIES INC,2019,0.573,2.051,-2.898,0.855,1311
ROII,RISKON INTERNATIONAL INC,2019,0.581,0.259,-12.137,24.916,1311
EGY,VAALCO ENERGY INC,2019,84.521,37.689,2.563,211.537,1311
TRLM,TRULEUM INC,2019,0.004,0.057,-0.433,0.01,1311
XOG,EXTRACTION OIL & GAS INC,2019,906.635,1558.83,-1387.412,2926.957,1311
EXE,EXPAND ENERGY CORP,2019,8489.0,5840.0,-308.0,16193.0,1311
YPF,YACIMIENTOS PETE FISCALES SA,2019,11333.582,7780.196,-569.038,26276.349,2911
SHIIY,SINOPEC SHANGHAI PETROCHEM,2019,12667.877,12185.547,318.214,6533.687,2911
ROYL,ROYALE ENERGY INC,2019,2.967,2.743,-0.348,20.591,1311
ENIAY,ENEL AMERICAS SA,2019,14314.112,10319.92,1614.085,29776.384,4911
LNG,CHENIERE ENERGY INC,2019,9730.0,6239.0,648.0,35492.0,1311
DWOG,DEEP WELL OIL & GAS INC,2019,0.0,0.0,-0.197,22.678,1311
KRP,KIMBELL ROYALTY PARTNERS LP,2019,108.225,207.682,-69.06,748.594,1311
TELL,TELLURIAN INC,2019,28.774,66.7,-151.767,382.322,1311
AMRQQ,ALTA MESA RESOURCES INC,2019,488.476,651.519,-450.538,498.58,1311
EOCCY,ENEL GENERACION CHILE SA,2019,2178.891,1288.871,261.119,4770.652,4911
HNPIY,HUANENG POWER INTERNATIONAL,2019,24727.326,19809.528,110.06,61503.651,4911
TGS,TRANSPORTADORA DE GAS DEL SU,2019,811.052,417.2,213.865,1596.691,1311
KEP,KEPCO-KOREA ELEC POWER CORP,2019,50729.916,42724.477,-2031.616,171153.279,4911
IPCFF,INTERNATIONAL PETROLEUM,2019,553.749,240.772,103.564,1364.641,1311
ROSEQ,ROSEHILL RESOURCES INC,2019,302.283,60.536,8.415,872.512,1311
MGY,MAGNOLIA OIL & GAS CORP,2019,936.142,182.44,50.196,3466.406,1311
UCM1,COMMONWEALTH EDISON CO,2019,5747.0,3547.0,688.0,32765.0,4911
RVRA,RIVIERA RESOURCES INC,2019,479.779,365.618,-293.746,816.259,1311
CRK,COMSTOCK RESOURCES INC,2019,768.689,187.767,96.889,4657.122,1311
STR,SITIO ROYALTIES CORP,2019,68.463,6.658,14.35,290.205,1311
MNRL,BRIGHAM MINERALS INC,2019,101.515,11.394,21.639,784.162,1311
SLNG,STABILIS SOLUTIONS INC,2019,47.071,31.926,-5.715,90.326,1311
INDO,INDONESIA ENERGY CORP LTD,2019,4.183,2.474,-1.674,21.155,1311
BEPC,BROOKFIELD RENEWABLE CORP,2019,2236.0,904.0,241.0,24338.0,4911
HPK,HIGHPEAK ENERGY INC,2019,8.115,3.821,-11.579,497.908,1311
MNTK,MONTAUK RENEWABLES INC,2019,107.383,59.951,5.82,243.613,1311
E,ENI SPA,2019,79550.408,63728.754,166.083,138522.23,2911
TGC,TENGASCO INC,2019,4.911,3.266,-0.436,8.922,1311
EPM,EVOLUTION PETROLEUM CORP,2019,43.23,14.267,15.377,95.762,1311
ELPC,COPEL-CIA PARANAENSE ENERGIA,2019,4041.235,2971.031,495.057,9531.359,4911
EDPFY,EDP SA,2019,16084.254,12778.969,574.278,47537.505,4911
DTE1,DETROIT EDISON CO,2019,5224.0,3165.0,716.0,24588.0,4911
AMEN,AMEN PROPERTIES INC,2019,2.687,1.705,0.027,6.361,1311
UNS1,TUCSON ELECTRIC POWER CO,2019,1418.338,939.001,186.515,5489.157,4911
SSLZY,SANTOS LTD,2019,4186.0,1752.0,674.0,16509.0,1311
SSL,SASOL LTD,2019,14412.018,9255.928,304.274,33271.051,2911
RWEOY,RWE AKTIENGESELLSCHAFT,2019,15245.974,19005.286,9536.308,72035.151,4911
SSEZY,SSE PLC,2019,8466.747,5987.702,-73.455,26184.467,4911
MRNFF,MEREN ENERGY INC,2019,0.0,139.514,-156.769,812.305,1311
XLEFF,XXL ENERGY CORP,2019,3.199,1.469,-3.709,11.545,1311
SNUYF,SERINUS ENERGY PLC,2019,22.505,10.668,-1.94,110.46,1311
FE1,OHIO EDISON CO,2019,1594.0,1010.0,275.0,3713.0,4911
CEIN,CAMBER ENERGY INC,2019,34.593,13.156,-19.391,131.745,1311
STMGF,STAMPER OIL & GAS CORP,2019,0.0,0.0,0.019,0.004,1311
UPLCQ,ULTRA PETROLEUM CORP,2019,683.153,255.292,107.988,1815.276,1311
EAS2,NEW YORK ST ELEC & GAS CORP,2019,1548.367,1211.81,67.302,5932.399,4911
EPD,ENTERPRISE PRODCT PARTNRS LP,2019,32789.2,25240.2,4591.3,61733.2,1311
POM4,DELMARVA POWER & LIGHT CO,2019,1306.0,905.0,147.0,4830.0,4911
NST1,NSTAR ELECTRIC CO,2019,3044.642,2121.252,431.956,11888.259,4911
OGE1,OKLAHOMA GAS & ELECTRIC CO,2019,2231.6,1368.9,350.2,10076.6,4911
AEE1,UNION ELECTRIC CO,2019,3243.0,2070.0,429.0,14937.0,4911
CGXEF,CGX ENERGY INC,2019,0.0,-7.6,9.232,39.933,1311
CNX,CNX RESOURCES CORP,2019,1924.346,1111.581,-80.73,9060.806,1311
DBRM,DAYBREAK OIL & GAS INC,2019,0.664,0.181,-0.755,0.917,1311
9840B,OLD DOMINION ELECTRIC COOP,2019,932.682,785.595,16.954,2169.244,4911
PTCCY,PETROCHINA COMPANY LIMITED,2019,361454.713,298806.163,6560.676,392490.176,2911
NRG,NRG ENERGY INC,2019,9821.0,8122.0,4438.0,12531.0,4911
SPOWF,STRATA PWR CORP,2019,0.0,0.0,-0.219,0.164,1311
NS,NUSTAR ENERGY LP,2019,1498.021,721.85,-105.693,6185.992,2911
NOG,NORTHERN OIL & GAS INC,2019,472.402,176.67,-76.318,1905.465,1311
TAT,TRANSATLANTIC PETROLEUM LTD,2019,67.38,16.775,-5.366,136.504,1311
CEO,CNOOC LTD,2019,33491.157,10182.533,8767.052,108822.454,1311
CUPUF,CARIBBEAN UTILITIES COMPANY,2019,203.246,137.467,29.1,600.417,4911
CEG1,BALTIMORE GAS & ELECTRIC CO,2019,3106.0,2069.0,360.0,10634.0,4911
BKH1,BLACK HILLS POWER INC,2019,291.219,165.96,46.902,1260.357,4911
PGN2,DUKE ENERGY PROGRESS INC,2019,5957.0,3646.0,805.0,33377.0,4911
CNL1,CLECO POWER LLC,2019,1168.37,747.431,148.262,4476.53,4911
IDA1,IDAHO POWER CO,2019,1342.94,874.127,224.437,6494.159,4911
SRP2,NEVADA POWER CO,2019,2148.0,1312.0,264.0,8202.0,4911
PPL2,PPL ELECTRIC UTILITIES CORP,2019,2358.0,1227.0,457.0,11901.0,4911
EAS3,CENTRAL MAINE POWER CO,2019,819.057,486.287,118.056,4699.135,4911
AGIG,ABUNDIA GLOBAL IMPACT GRP IN,2019,0.998,1.53,-2.516,7.069,1311
XEC,CIMAREX ENERGY CO,2019,2362.969,1395.538,-124.619,7140.029,1311
QEP,QEP RESOURCES INC,2019,1206.2,351.7,-97.3,5477.8,1311
POM3,POTOMAC ELECTRIC POWER CO,2019,2260.0,1525.0,243.0,8661.0,4911
WLL,WHITING PETROLEUM CORP,2019,1581.314,509.077,-241.166,7636.721,1311
CNP6,CENTERPOINT ENRG HOUSTON ELE,2019,2990.0,1724.0,356.0,11262.0,4911
TXU3,ONCOR ELECTRIC DELIVERY CO,2019,4347.0,2412.0,651.0,27036.0,4911
EXC2,EXELON GENERATION CO LLC,2019,18924.0,16073.0,1125.0,48995.0,4911
GXP1,KANSAS CITY POWER & LIGHT CO,2019,1806.5,1061.6,255.2,8305.1,4911
PEG3,PSEG POWER LLC,2019,4385.0,3544.0,468.0,12805.0,4911
SO6,SOUTHERN POWER CO,2019,1938.0,1084.0,339.0,14300.0,4911
VST,VISTRA CORP,2019,11809.0,8031.0,928.0,26616.0,4911
WTI,W&T OFFSHORE INC,2019,534.896,212.755,74.086,1003.719,1311
ORA,ORMAT TECHNOLOGIES INC,2019,746.044,399.295,88.095,3250.494,4911
HPR,HIGHPOINT RESOURCES CORP,2019,452.659,72.022,-134.83,2156.052,1311
CEI.2,CAMBER ENERGY INC -OLD,2019,0.397,0.494,-8.614,9.695,1311
ZNOG,ZION OIL & GAS INC,2019,0.0,0.0,-6.693,18.656,1311
GTE,GRAN TIERRA ENERGY INC,2019,570.983,203.604,38.69,2044.664,1311
CTARF,CENTAURUS ENERGY INC,2019,26.879,41.338,-23.288,64.435,1311
DCP,DCP MIDSTREAM LP,2019,7638.0,6741.0,17.0,14127.0,1311
CHAPQ,CHAPARRAL ENERGY INC,2019,236.345,494.665,-468.948,988.432,1311
CLMT,CALUMET INC,2019,3452.6,2891.7,-43.6,1857.8,2911
DK,DELEK US HOLDINGS INC,2019,9298.2,8337.7,310.6,7016.3,2911
FANG,DIAMONDBACK ENERGY INC,2019,3964.0,1711.0,240.0,23531.0,1311
PSX,PHILLIPS 66,2019,107293.0,101012.0,3076.0,58720.0,2911
BATL,BATTALION OIL CORP,2019,224.685,1104.658,-1166.513,584.666,1311
HRST,HARVEST OIL & GAS CORP,2019,113.82,213.516,-138.315,180.185,1311
GSPE,GULFSLOPE ENERGY INC,2019,0.0,6.001,-13.724,30.784,1311
REI,RING ENERGY INC,2019,195.703,58.552,29.497,973.006,1311
SD,SANDRIDGE ENERGY INC,2019,266.845,519.906,-449.305,607.689,1311
CXO,CONCHO RESOURCES INC,2019,4592.0,2070.0,-705.0,24732.0,1311
TCRRF,TERRACE ENERGY CORP,2019,0.0,0.0,-7.684,1.454,1311
OILY,SINO AMERICAN OIL CO,2019,0.0,0.0,-0.111,0.0,1311
FTMRQ,FORTEM RESOURCES INC,2019,0.0,64.475,-67.961,77.127,1311
CVI,CVR ENERGY INC,2019,6364.0,5384.0,380.0,3905.0,2911
EPSN,EPSILON ENERGY LTD,2019,26.69,7.993,8.698,97.669,1311
BIP,BROOKFIELD INFRS PTRS LP,2019,6597.0,3674.0,233.0,56308.0,4911
ETR8,ENTERGY TEXAS INC,2019,1488.955,1189.167,159.397,5070.722,4911
NMEX,NORTHERN MINERALS & EXPL LTD,2019,0.014,0.667,-0.571,0.066,1311
DUK5,DUKE ENERGY CAROLINAS LLC,2019,7395.0,3981.0,1403.0,44053.0,4911
MMEX,MMEX RESOURCES CORP,2019,0.0,0.0,-4.394,0.598,2911
DENR,DISCOVERY ENERGY CORP,2019,0.0,0.0,-5.903,2.96,1311
CPXWF,CAPITAL POWER CORP,2019,1713.0,562.0,125.0,8630.0,4911
CHRD,CHORD ENERGY CORP,2019,2071.744,969.27,-128.243,7499.253,1311
SOWG,SOW GOOD INC,2019,0.467,0.0,4.131,7.145,1311
TRCH,TORCHLIGHT ENERGY RESOURCES,2019,0.746,1.946,-9.839,40.924,1311
LLEXQ,LILIS ENERGY INC,2019,66.063,251.713,-272.121,258.599,1311
VOC,VOC ENERGY TRUST,2019,12.662,0.0,11.815,63.346,1311
KOS,KOSMOS ENERGY LTD,2019,1499.416,402.613,-55.777,4317.232,1311
CRBO,CARBON ENERGY CORP,2019,116.625,71.144,1.097,298.254,1311
MPC,MARATHON PETROLEUM CORP,2019,123949.0,110994.0,2637.0,98556.0,2911
GEEPF,GREENFIELDS PETROLEUM CORP,2019,28.613,23.821,-12.141,189.703,1311
WPX,WPX ENERGY INC,2019,2292.0,894.0,256.0,8413.0,1311
CIVI,CIVITAS RESOURCES INC,2019,313.22,79.543,67.067,1206.318,1311
MCEP,MID-CON ENERGY PARTNERS -LP,2019,55.501,39.808,-0.599,202.769,1311
MTDR,MATADOR RESOURCES CO,2019,983.67,315.774,87.777,4069.676,1311
VTLE,VITAL ENGY INC,2019,837.281,904.908,-342.459,2264.437,1311
HPMCF,AFRICA ENERGY CORP,2019,0.0,0.0,-4.518,41.908,1311
AMPY,AMPLIFY ENERGY CORP,2019,275.575,163.307,-35.197,877.539,1311
PBF,PBF ENERGY INC,2019,24508.2,23427.9,319.4,9132.4,2911
ECAOF,ECO ATLANTIC OIL & GAS LTD,2019,0.0,0.0,-26.66,28.205,1311
AXIA,AXIA ENERGIA SA,2019,6897.529,4635.727,2661.22,44149.995,4911
